195.00000,18.21805,13.96424
511.00000,16.84874,22.60531
106.00000,11.96817,10.29563
736.00000,20.39967,27.12932
103.00000,7.98243,10.14889
316.00000,21.67183,17.77639
467.00000,20.39247,21.61018
401.00000,14.50691,20.02498
711.00000,33.37789,26.66458
805.00000,34.66607,28.37252
114.00000,11.18034,10.67708
155.00000,11.95381,12.44990
43.00000,6.12535,6.55744
612.00000,32.50910,24.73863
371.00000,23.39799,19.26136
267.00000,12.49259,16.34013
10.00000,3.64791,3.16228
318.00000,13.70564,17.83255
982.00000,24.63470,31.33688
757.00000,26.44269,27.51363
501.00000,27.77609,22.38303
320.00000,22.28601,17.88854
245.00000,16.14037,15.65248
975.00000,36.45791,31.22499
890.00000,23.94269,29.83287
821.00000,36.79242,28.65310
357.00000,16.19040,18.89444
978.00000,24.28107,31.27299
446.00000,27.21900,21.11871
447.00000,23.00719,21.14237
538.00000,21.48049,23.19483
455.00000,21.94286,21.33073
83.00000,9.72973,9.11043
517.00000,29.65844,22.73763
390.00000,17.91872,19.74842
86.00000,11.83518,9.27362
860.00000,30.81213,29.32576
756.00000,20.06001,27.49545
351.00000,19.80429,18.73499
426.00000,24.34866,20.63977
556.00000,27.23199,23.57965
281.00000,21.84569,16.76305
235.00000,15.43217,15.32971
667.00000,33.89544,25.82634
815.00000,21.83398,28.54820
518.00000,24.08786,22.75961
461.00000,20.80149,21.47091
655.00000,32.74575,25.59297
46.00000,4.76776,6.78233
240.00000,11.15058,15.49193
673.00000,18.92550,25.94224
718.00000,32.33680,26.79552
572.00000,29.79598,23.91652
96.00000,7.05440,9.79796
489.00000,25.84982,22.11334
373.00000,14.96191,19.31321
937.00000,30.33680,30.61046
940.00000,40.69395,30.65942
227.00000,16.41577,15.06652
482.00000,28.03638,21.95450
795.00000,23.20891,28.19574
728.00000,20.76447,26.98148
870.00000,25.80714,29.49576
165.00000,10.97846,12.84523
442.00000,26.75560,21.02380
713.00000,20.70602,26.70206
273.00000,21.00925,16.52271
79.00000,10.09066,8.88819
586.00000,17.89905,24.20744
490.00000,27.43386,22.13594
397.00000,14.43600,19.92486
833.00000,37.91197,28.86174
665.00000,18.98686,25.78759
1.00000,1.00000,1.00000
714.00000,31.69061,26.72078
887.00000,23.26959,29.78255
199.00000,18.33758,14.10674
816.00000,23.94669,28.56571
640.00000,30.66120,25.29822
376.00000,22.47113,19.39072
64.00000,7.58733,8.00000
677.00000,18.94705,26.01922
260.00000,12.44959,16.12452
311.00000,13.65654,17.63519
331.00000,16.26527,18.19341
346.00000,13.48569,18.60108
551.00000,17.61681,23.47339
332.00000,23.70814,18.22087
389.00000,14.43043,19.72308
790.00000,35.70885,28.10694
734.00000,34.57800,27.09243
254.00000,20.10407,15.93738
31.00000,3.97351,5.56776
558.00000,19.40441,23.62202
161.00000,11.35627,12.68858
539.00000,16.97247,23.21637
766.00000,36.62739,27.67671
121.00000,14.23561,11.00000
872.00000,32.93350,29.52965
770.00000,36.61588,27.74887
